Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Texture64\Texture64.csproj,File,Texture64\ImageForm.cs,346,15,M:System.Drawing.Bitmap.#ctor(System.String),,,,,Bitmap bm = new Bitmap(ofd.FileName);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Texture64\Texture64.csproj,File,Texture64\ImageForm.cs,344,12,T:System.Windows.Forms.DialogResult,,,,,if (dresult == DialogResult.OK)              {                 Bitmap bm = new Bitmap(ofd.FileName);                 InsertImage(bm);                 toolStripSave.Enabled = true;              }
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Texture64\Texture64.csproj,File,Texture64\ImageForm.cs,344,12,T:System.Windows.Forms.DialogResult,,,,,if (dresult == DialogResult.OK)              {                 Bitmap bm = new Bitmap(ofd.FileName);                 InsertImage(bm);                 toolStripSave.Enabled = true;              }
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Texture64\Texture64.csproj,File,Texture64\ImageForm.cs,344,12,F:System.Windows.Forms.DialogResult.OK,,,,,if (dresult == DialogResult.OK)              {                 Bitmap bm = new Bitmap(ofd.FileName);                 InsertImage(bm);                 toolStripSave.Enabled = true;              }
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Texture64\Texture64.csproj,File,Texture64\ImageForm.cs,342,12,T:System.Windows.Forms.DialogResult,,,,,DialogResult dresult = ofd.ShowDialog();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Texture64\Texture64.csproj,File,Texture64\ImageForm.cs,342,12,M:System.Windows.Forms.CommonDialog.ShowDialog,,,,,DialogResult dresult = ofd.ShowDialog();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Texture64\Texture64.csproj,File,Texture64\ImageForm.cs,340,12,P:System.Windows.Forms.FileDialog.FilterIndex,,,,,ofd.FilterIndex = 1;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Texture64\Texture64.csproj,File,Texture64\ImageForm.cs,339,12,P:System.Windows.Forms.FileDialog.Filter,,,,,"ofd.Filter = ""Image files (*.bmp, *.jpg, *.jpeg, *.jpe, *.jfif, *.png) | *.bmp; *.jpg; *.jpeg; *.jpe; *.jfif; *.png"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Texture64\Texture64.csproj,File,Texture64\ImageForm.cs,337,9,T:System.Windows.Forms.OpenFileDialog,,,,,"using (OpenFileDialog ofd = new OpenFileDialog())           {              ofd.Filter = ""Image files (*.bmp, *.jpg, *.jpeg, *.jpe, *.jfif, *.png) | *.bmp; *.jpg; *.jpeg; *.jpe; *.jfif; *.png"";              ofd.FilterIndex = 1;                DialogResult dresult = ofd.ShowDialog();                if (dresult == DialogResult.OK)              {                 Bitmap bm = new Bitmap(ofd.FileName);                 InsertImage(bm);                 toolStripSave.Enabled = true;              }           }"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Texture64\Texture64.csproj,File,Texture64\ImageForm.cs,337,9,M:System.Windows.Forms.OpenFileDialog.#ctor,,,,,"using (OpenFileDialog ofd = new OpenFileDialog())           {              ofd.Filter = ""Image files (*.bmp, *.jpg, *.jpeg, *.jpe, *.jfif, *.png) | *.bmp; *.jpg; *.jpeg; *.jpe; *.jfif; *.png"";              ofd.FilterIndex = 1;                DialogResult dresult = ofd.ShowDialog();                if (dresult == DialogResult.OK)              {                 Bitmap bm = new Bitmap(ofd.FileName);                 InsertImage(bm);                 toolStripSave.Enabled = true;              }           }"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Texture64\Texture64.csproj,File,Texture64\ImageForm.cs,329,18,P:System.Windows.Forms.FileDialog.FileName,,,,,LoadFile(ofd.FileName);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Texture64\Texture64.csproj,File,Texture64\ImageForm.cs,327,15,T:System.Windows.Forms.DialogResult,,,,,if (dresult == DialogResult.OK)                 {                    LoadFile(ofd.FileName);                 }
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Texture64\Texture64.csproj,File,Texture64\ImageForm.cs,327,15,T:System.Windows.Forms.DialogResult,,,,,if (dresult == DialogResult.OK)                 {                    LoadFile(ofd.FileName);                 }
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Texture64\Texture64.csproj,File,Texture64\ImageForm.cs,327,15,F:System.Windows.Forms.DialogResult.OK,,,,,if (dresult == DialogResult.OK)                 {                    LoadFile(ofd.FileName);                 }
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Texture64\Texture64.csproj,File,Texture64\ImageForm.cs,325,15,T:System.Windows.Forms.DialogResult,,,,,DialogResult dresult = ofd.ShowDialog();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Texture64\Texture64.csproj,File,Texture64\ImageForm.cs,325,15,M:System.Windows.Forms.CommonDialog.ShowDialog,,,,,DialogResult dresult = ofd.ShowDialog();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Texture64\Texture64.csproj,File,Texture64\ImageForm.cs,323,15,P:System.Windows.Forms.FileDialog.FilterIndex,,,,,ofd.FilterIndex = 1;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Texture64\Texture64.csproj,File,Texture64\ImageForm.cs,322,15,P:System.Windows.Forms.FileDialog.Filter,,,,,"ofd.Filter = ""All Files (*.*)|*.*|Common ROMs (.*64)|*.*64"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Texture64\Texture64.csproj,File,Texture64\ImageForm.cs,320,12,T:System.Windows.Forms.OpenFileDialog,,,,,"using (OpenFileDialog ofd = new OpenFileDialog())              {                 ofd.Filter = ""All Files (*.*)|*.*|Common ROMs (.*64)|*.*64"";                 ofd.FilterIndex = 1;                   DialogResult dresult = ofd.ShowDialog();                   if (dresult == DialogResult.OK)                 {                    LoadFile(ofd.FileName);                 }              }"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Texture64\Texture64.csproj,File,Texture64\ImageForm.cs,320,12,M:System.Windows.Forms.OpenFileDialog.#ctor,,,,,"using (OpenFileDialog ofd = new OpenFileDialog())              {                 ofd.Filter = ""All Files (*.*)|*.*|Common ROMs (.*64)|*.*64"";                 ofd.FilterIndex = 1;                   DialogResult dresult = ofd.ShowDialog();                   if (dresult == DialogResult.OK)                 {                    LoadFile(ofd.FileName);                 }              }"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Texture64\Texture64.csproj,File,Texture64\ImageForm.cs,312,12,M:System.Windows.Forms.Control.Invalidate,,,,,gviewPalette.Invalidate();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Texture64\Texture64.csproj,File,Texture64\ImageForm.cs,309,15,M:System.Windows.Forms.Control.Invalidate,,,,,gv.Invalidate();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Texture64\Texture64.csproj,File,Texture64\ImageForm.cs,293,15,T:System.Windows.Forms.NumericUpDown,,,,,int splitOffset = (int)numericSplitOffset.Value;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Texture64\Texture64.csproj,File,Texture64\ImageForm.cs,293,15,P:System.Windows.Forms.NumericUpDown.Value,,,,,int splitOffset = (int)numericSplitOffset.Value;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Texture64\Texture64.csproj,File,Texture64\ImageForm.cs,292,15,T:System.Windows.Forms.NumericUpDown,,,,,splitLength = (int)numericSplitLength.Value;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Texture64\Texture64.csproj,File,Texture64\ImageForm.cs,292,15,P:System.Windows.Forms.NumericUpDown.Value,,,,,splitLength = (int)numericSplitLength.Value;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Texture64\Texture64.csproj,File,Texture64\ImageForm.cs,290,12,T:System.Windows.Forms.CheckBox,,,,,"if (splitPaletteCheck.Checked)              {                 splitLength = (int)numericSplitLength.Value;                 int splitOffset = (int)numericSplitOffset.Value;                 if (splitLength + splitOffset > paletteData.Length)                 {                    splitLength = paletteData.Length - splitOffset;                 }                 Array.Copy(paletteData, splitOffset, curPalette, curPalette.Length - splitLength, splitLength);              }"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Texture64\Texture64.csproj,File,Texture64\ImageForm.cs,290,12,P:System.Windows.Forms.CheckBox.Checked,,,,,"if (splitPaletteCheck.Checked)              {                 splitLength = (int)numericSplitLength.Value;                 int splitOffset = (int)numericSplitOffset.Value;                 if (splitLength + splitOffset > paletteData.Length)                 {                    splitLength = paletteData.Length - splitOffset;                 }                 Array.Copy(paletteData, splitOffset, curPalette, curPalette.Length - splitLength, splitLength);              }"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Texture64\Texture64.csproj,File,Texture64\ImageForm.cs,284,9,T:System.Windows.Forms.NumericUpDown,,,,,int palOffset = (int)numericPalette.Value;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Texture64\Texture64.csproj,File,Texture64\ImageForm.cs,284,9,P:System.Windows.Forms.NumericUpDown.Value,,,,,int palOffset = (int)numericPalette.Value;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Texture64\Texture64.csproj,File,Texture64\ImageForm.cs,279,9,P:System.Windows.Forms.Control.Enabled,,,,,gviewPalette.Enabled = true;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Texture64\Texture64.csproj,File,Texture64\ImageForm.cs,277,12,P:System.Windows.Forms.Control.Enabled,,,,,gv.Enabled = true;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Texture64\Texture64.csproj,File,Texture64\ImageForm.cs,274,9,T:System.Windows.Forms.ToolStripButton,,,,,toolStripSave.Enabled = false;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Texture64\Texture64.csproj,File,Texture64\ImageForm.cs,274,9,P:System.Windows.Forms.ToolStripItem.Enabled,,,,,toolStripSave.Enabled = false;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Texture64\Texture64.csproj,File,Texture64\ImageForm.cs,272,9,T:System.Windows.Forms.ToolStripButton,,,,,toolStripInsert.Enabled = true;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Texture64\Texture64.csproj,File,Texture64\ImageForm.cs,272,9,P:System.Windows.Forms.ToolStripItem.Enabled,,,,,toolStripInsert.Enabled = true;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Texture64\Texture64.csproj,File,Texture64\ImageForm.cs,271,9,T:System.Windows.Forms.VScrollBar,,,,,vScrollBarOffset.Enabled = true;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Texture64\Texture64.csproj,File,Texture64\ImageForm.cs,271,9,P:System.Windows.Forms.Control.Enabled,,,,,vScrollBarOffset.Enabled = true;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Texture64\Texture64.csproj,File,Texture64\ImageForm.cs,270,9,T:System.Windows.Forms.NumericUpDown,,,,,numericOffset.Enabled = true;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Texture64\Texture64.csproj,File,Texture64\ImageForm.cs,270,9,P:System.Windows.Forms.Control.Enabled,,,,,numericOffset.Enabled = true;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Texture64\Texture64.csproj,File,Texture64\ImageForm.cs,269,9,T:System.Windows.Forms.ToolStripStatusLabel,,,,,statusStripSize.ForeColor = Color.Black;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Texture64\Texture64.csproj,File,Texture64\ImageForm.cs,269,9,P:System.Windows.Forms.ToolStripItem.ForeColor,,,,,statusStripSize.ForeColor = Color.Black;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Texture64\Texture64.csproj,File,Texture64\ImageForm.cs,267,9,T:System.Windows.Forms.ToolStripStatusLabel,,,,,statusStripFile.ForeColor = Color.Black;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Texture64\Texture64.csproj,File,Texture64\ImageForm.cs,267,9,P:System.Windows.Forms.ToolStripItem.ForeColor,,,,,statusStripFile.ForeColor = Color.Black;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Texture64\Texture64.csproj,File,Texture64\ImageForm.cs,266,9,T:System.Windows.Forms.ToolStripStatusLabel,,,,,"statusStripFile.Text = String.Format(""File: {0}"", filePath);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Texture64\Texture64.csproj,File,Texture64\ImageForm.cs,266,9,P:System.Windows.Forms.ToolStripItem.Text,,,,,"statusStripFile.Text = String.Format(""File: {0}"", filePath);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Texture64\Texture64.csproj,File,Texture64\ImageForm.cs,263,12,M:System.Windows.Forms.Control.Invalidate,,,,,gv.Invalidate();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Texture64\Texture64.csproj,File,Texture64\ImageForm.cs,258,12,T:System.Windows.Forms.NumericUpDown,,,,,numericSplitOffset.Value = 0;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Texture64\Texture64.csproj,File,Texture64\ImageForm.cs,258,12,P:System.Windows.Forms.NumericUpDown.Value,,,,,numericSplitOffset.Value = 0;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Texture64\Texture64.csproj,File,Texture64\ImageForm.cs,257,12,T:System.Windows.Forms.NumericUpDown,,,,,numericPalette.Value = 0;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Texture64\Texture64.csproj,File,Texture64\ImageForm.cs,257,12,P:System.Windows.Forms.NumericUpDown.Value,,,,,numericPalette.Value = 0;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Texture64\Texture64.csproj,File,Texture64\ImageForm.cs,256,12,T:System.Windows.Forms.NumericUpDown,,,,,numericSplitOffset.Maximum = paletteData.Length;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Texture64\Texture64.csproj,File,Texture64\ImageForm.cs,256,12,P:System.Windows.Forms.NumericUpDown.Maximum,,,,,numericSplitOffset.Maximum = paletteData.Length;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Texture64\Texture64.csproj,File,Texture64\ImageForm.cs,255,12,T:System.Windows.Forms.NumericUpDown,,,,,numericPalette.Maximum = paletteData.Length;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Texture64\Texture64.csproj,File,Texture64\ImageForm.cs,255,12,P:System.Windows.Forms.NumericUpDown.Maximum,,,,,numericPalette.Maximum = paletteData.Length;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Texture64\Texture64.csproj,File,Texture64\ImageForm.cs,254,12,T:System.Windows.Forms.NumericUpDown,,,,,numericPalette.Enabled = true;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Texture64\Texture64.csproj,File,Texture64\ImageForm.cs,254,12,P:System.Windows.Forms.Control.Enabled,,,,,numericPalette.Enabled = true;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Texture64\Texture64.csproj,File,Texture64\ImageForm.cs,250,9,T:System.Windows.Forms.NumericUpDown,,,,,numericOffset.Value = 0;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Texture64\Texture64.csproj,File,Texture64\ImageForm.cs,250,9,P:System.Windows.Forms.NumericUpDown.Value,,,,,numericOffset.Value = 0;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Texture64\Texture64.csproj,File,Texture64\ImageForm.cs,249,9,T:System.Windows.Forms.VScrollBar,,,,,vScrollBarOffset.Maximum = romData.Length - 1;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Texture64\Texture64.csproj,File,Texture64\ImageForm.cs,249,9,P:System.Windows.Forms.ScrollBar.Maximum,,,,,vScrollBarOffset.Maximum = romData.Length - 1;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Texture64\Texture64.csproj,File,Texture64\ImageForm.cs,248,9,T:System.Windows.Forms.NumericUpDown,,,,,numericOffset.Maximum = romData.Length - 1;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Texture64\Texture64.csproj,File,Texture64\ImageForm.cs,248,9,P:System.Windows.Forms.NumericUpDown.Maximum,,,,,numericOffset.Maximum = romData.Length - 1;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Texture64\Texture64.csproj,File,Texture64\ImageForm.cs,244,12,T:System.Windows.Forms.ToolStripStatusLabel,,,,,statusStripFile.ForeColor = Color.Red;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Texture64\Texture64.csproj,File,Texture64\ImageForm.cs,244,12,P:System.Windows.Forms.ToolStripItem.ForeColor,,,,,statusStripFile.ForeColor = Color.Red;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Texture64\Texture64.csproj,File,Texture64\ImageForm.cs,243,12,T:System.Windows.Forms.ToolStripStatusLabel,,,,,"statusStripFile.Text = ""Error reading "" + filePath;"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Texture64\Texture64.csproj,File,Texture64\ImageForm.cs,243,12,P:System.Windows.Forms.ToolStripItem.Text,,,,,"statusStripFile.Text = ""Error reading "" + filePath;"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Texture64\Texture64.csproj,File,Texture64\ImageForm.cs,242,12,T:System.Windows.Forms.MessageBox,,,,,"MessageBox.Show(e.Message, ""Error reading "" + filePath);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Texture64\Texture64.csproj,File,Texture64\ImageForm.cs,242,12,T:System.Windows.Forms.DialogResult,,,,,"MessageBox.Show(e.Message, ""Error reading "" + filePath);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Texture64\Texture64.csproj,File,Texture64\ImageForm.cs,242,12,"M:System.Windows.Forms.MessageBox.Show(System.String,System.String)",,,,,"MessageBox.Show(e.Message, ""Error reading "" + filePath);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Texture64\Texture64.csproj,File,Texture64\ImageForm.cs,229,9,T:System.Windows.Forms.ToolStripStatusLabel,,,,,"statusStripSize.Text = String.Format(""Size: 0x{0:X}"", size);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Texture64\Texture64.csproj,File,Texture64\ImageForm.cs,229,9,P:System.Windows.Forms.ToolStripItem.Text,,,,,"statusStripSize.Text = String.Format(""Size: 0x{0:X}"", size);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Texture64\Texture64.csproj,File,Texture64\ImageForm.cs,200,12,T:System.Windows.Forms.DialogResult,,,,,switch (result)              {                 case DialogResult.Yes:                    SaveFiles();                    break;                 case DialogResult.Cancel:                    return true;              }
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Texture64\Texture64.csproj,File,Texture64\ImageForm.cs,200,12,T:System.Windows.Forms.DialogResult,,,,,switch (result)              {                 case DialogResult.Yes:                    SaveFiles();                    break;                 case DialogResult.Cancel:                    return true;              }
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Texture64\Texture64.csproj,File,Texture64\ImageForm.cs,200,12,F:System.Windows.Forms.DialogResult.Cancel,,,,,switch (result)              {                 case DialogResult.Yes:                    SaveFiles();                    break;                 case DialogResult.Cancel:                    return true;              }
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Texture64\Texture64.csproj,File,Texture64\ImageForm.cs,200,12,T:System.Windows.Forms.DialogResult,,,,,switch (result)              {                 case DialogResult.Yes:                    SaveFiles();                    break;                 case DialogResult.Cancel:                    return true;              }
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Texture64\Texture64.csproj,File,Texture64\ImageForm.cs,200,12,T:System.Windows.Forms.DialogResult,,,,,switch (result)              {                 case DialogResult.Yes:                    SaveFiles();                    break;                 case DialogResult.Cancel:                    return true;              }
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Texture64\Texture64.csproj,File,Texture64\ImageForm.cs,200,12,F:System.Windows.Forms.DialogResult.Yes,,,,,switch (result)              {                 case DialogResult.Yes:                    SaveFiles();                    break;                 case DialogResult.Cancel:                    return true;              }
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Texture64\Texture64.csproj,File,Texture64\ImageForm.cs,199,12,T:System.Windows.Forms.MessageBoxIcon,,,,,"DialogResult result = MessageBox.Show(message, ""Save"", MessageBoxButtons.YesNoCancel, MessageBoxIcon.Question);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Texture64\Texture64.csproj,File,Texture64\ImageForm.cs,199,12,T:System.Windows.Forms.MessageBoxIcon,,,,,"DialogResult result = MessageBox.Show(message, ""Save"", MessageBoxButtons.YesNoCancel, MessageBoxIcon.Question);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Texture64\Texture64.csproj,File,Texture64\ImageForm.cs,199,12,F:System.Windows.Forms.MessageBoxIcon.Question,,,,,"DialogResult result = MessageBox.Show(message, ""Save"", MessageBoxButtons.YesNoCancel, MessageBoxIcon.Question);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Texture64\Texture64.csproj,File,Texture64\ImageForm.cs,199,12,T:System.Windows.Forms.MessageBoxButtons,,,,,"DialogResult result = MessageBox.Show(message, ""Save"", MessageBoxButtons.YesNoCancel, MessageBoxIcon.Question);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Texture64\Texture64.csproj,File,Texture64\ImageForm.cs,199,12,T:System.Windows.Forms.MessageBoxButtons,,,,,"DialogResult result = MessageBox.Show(message, ""Save"", MessageBoxButtons.YesNoCancel, MessageBoxIcon.Question);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Texture64\Texture64.csproj,File,Texture64\ImageForm.cs,199,12,F:System.Windows.Forms.MessageBoxButtons.YesNoCancel,,,,,"DialogResult result = MessageBox.Show(message, ""Save"", MessageBoxButtons.YesNoCancel, MessageBoxIcon.Question);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Texture64\Texture64.csproj,File,Texture64\ImageForm.cs,199,12,T:System.Windows.Forms.MessageBox,,,,,"DialogResult result = MessageBox.Show(message, ""Save"", MessageBoxButtons.YesNoCancel, MessageBoxIcon.Question);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Texture64\Texture64.csproj,File,Texture64\ImageForm.cs,199,12,T:System.Windows.Forms.DialogResult,,,,,"DialogResult result = MessageBox.Show(message, ""Save"", MessageBoxButtons.YesNoCancel, MessageBoxIcon.Question);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Texture64\Texture64.csproj,File,Texture64\ImageForm.cs,199,12,"M:System.Windows.Forms.MessageBox.Show(System.String,System.String,System.Windows.Forms.MessageBoxButtons,System.Windows.Forms.MessageBoxIcon)",,,,,"DialogResult result = MessageBox.Show(message, ""Save"", MessageBoxButtons.YesNoCancel, MessageBoxIcon.Question);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Texture64\Texture64.csproj,File,Texture64\ImageForm.cs,189,9,T:System.Windows.Forms.ToolStripButton,,,,,toolStripSave.Enabled = false;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Texture64\Texture64.csproj,File,Texture64\ImageForm.cs,189,9,P:System.Windows.Forms.ToolStripItem.Enabled,,,,,toolStripSave.Enabled = false;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Texture64\Texture64.csproj,File,Texture64\ImageForm.cs,167,9,T:System.Windows.Forms.DataSourceUpdateMode,,,,,"numericOffset.DataBindings.Add(""Value"", vScrollBarOffset, ""Value"", false, DataSourceUpdateMode.OnPropertyChanged);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Texture64\Texture64.csproj,File,Texture64\ImageForm.cs,167,9,T:System.Windows.Forms.DataSourceUpdateMode,,,,,"numericOffset.DataBindings.Add(""Value"", vScrollBarOffset, ""Value"", false, DataSourceUpdateMode.OnPropertyChanged);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Texture64\Texture64.csproj,File,Texture64\ImageForm.cs,167,9,F:System.Windows.Forms.DataSourceUpdateMode.OnPropertyChanged,,,,,"numericOffset.DataBindings.Add(""Value"", vScrollBarOffset, ""Value"", false, DataSourceUpdateMode.OnPropertyChanged);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Texture64\Texture64.csproj,File,Texture64\ImageForm.cs,167,9,T:System.Windows.Forms.VScrollBar,,,,,"numericOffset.DataBindings.Add(""Value"", vScrollBarOffset, ""Value"", false, DataSourceUpdateMode.OnPropertyChanged);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Texture64\Texture64.csproj,File,Texture64\ImageForm.cs,167,9,T:System.Windows.Forms.NumericUpDown,,,,,"numericOffset.DataBindings.Add(""Value"", vScrollBarOffset, ""Value"", false, DataSourceUpdateMode.OnPropertyChanged);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Texture64\Texture64.csproj,File,Texture64\ImageForm.cs,167,9,T:System.Windows.Forms.ControlBindingsCollection,,,,,"numericOffset.DataBindings.Add(""Value"", vScrollBarOffset, ""Value"", false, DataSourceUpdateMode.OnPropertyChanged);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Texture64\Texture64.csproj,File,Texture64\ImageForm.cs,167,9,P:System.Windows.Forms.Control.DataBindings,,,,,"numericOffset.DataBindings.Add(""Value"", vScrollBarOffset, ""Value"", false, DataSourceUpdateMode.OnPropertyChanged);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Texture64\Texture64.csproj,File,Texture64\ImageForm.cs,167,9,T:System.Windows.Forms.Binding,,,,,"numericOffset.DataBindings.Add(""Value"", vScrollBarOffset, ""Value"", false, DataSourceUpdateMode.OnPropertyChanged);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Texture64\Texture64.csproj,File,Texture64\ImageForm.cs,167,9,"M:System.Windows.Forms.ControlBindingsCollection.Add(System.String,System.Object,System.String,System.Boolean,System.Windows.Forms.DataSourceUpdateMode)",,,,,"numericOffset.DataBindings.Add(""Value"", vScrollBarOffset, ""Value"", false, DataSourceUpdateMode.OnPropertyChanged);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Texture64\Texture64.csproj,File,Texture64\ImageForm.cs,163,9,T:System.Windows.Forms.ToolStripComboBox,,,,,toolStripAlpha.SelectedIndex = 0;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Texture64\Texture64.csproj,File,Texture64\ImageForm.cs,163,9,P:System.Windows.Forms.ToolStripComboBox.SelectedIndex,,,,,toolStripAlpha.SelectedIndex = 0;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Texture64\Texture64.csproj,File,Texture64\ImageForm.cs,162,9,T:System.Windows.Forms.ToolStripComboBox,,,,,toolStripCodec.SelectedIndex = 0;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Texture64\Texture64.csproj,File,Texture64\ImageForm.cs,162,9,P:System.Windows.Forms.ToolStripComboBox.SelectedIndex,,,,,toolStripCodec.SelectedIndex = 0;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Texture64\Texture64.csproj,File,Texture64\ImageForm.cs,160,12,T:System.Windows.Forms.ToolStripComboBox,,,,,toolStripScale.SelectedIndex = Properties.Settings.Default.ScaleIndex;
